time,open,high,low,close,volume,Pct_Change,Benchmark_Pct_Change,RSC
2024-01-01,46339.1,46633.7,46244.9,46472.4,0,,,
2024-01-02,46581.1,46652.2,45858.6,46389.6,0,-0.17817026880471154,-0.3500154080370299,0.5090355016195801
2024-01-03,46473.0,46652.4,46183.9,46529.1,0,0.30071395312742943,-0.6854120318658952,-0.43873457007866745
2024-01-04,46744.8,47345.2,46728.2,47309.7,0,1.6776597871009713,0.6566809032731769,2.55475647112441
2024-01-05,47539.3,47647.9,47064.2,47396.3,0,0.183049142142111,0.2410128078453866,0.759499645593689
2024-01-08,47541.6,47560.0,46845.4,46894.4,0,-1.0589434196340286,-0.911067302909152,1.1623108592007303
2024-01-09,47230.0,47360.6,46901.0,46969.9,0,0.1610000341192075,0.14781759866127064,1.0891804194989319
2024-01-10,47057.1,47130.1,46576.9,47107.1,0,0.2921019631721533,0.34300620103226986,0.8515938262721743
2024-01-11,47291.7,47434.8,47197.4,47337.3,0,0.48867368188660887,0.13183031357111297,3.7068385005623505
2024-01-12,47579.1,47595.4,47363.6,47512.6,0,0.3703210787264988,1.1428729812631655,0.32402645333097274
2024-01-15,47797.1,47951.4,47485.9,47837.9,0,0.6846604900594855,0.9262557890986844,0.7391699983065271
2024-01-16,47970.8,48053.4,47249.6,47667.4,0,-0.356411966244341,-0.29460479513427895,1.2097968944527557
2024-01-17,47252.8,47599.9,46899.6,47151.6,0,-1.0820812546939895,-2.089659272976485,0.5178266469981425
2024-01-18,47038.2,47176.1,45860.2,47099.9,0,-0.10964633225595266,-0.5085319327458482,0.21561346534112583
2024-01-19,47510.4,47855.9,47377.1,47815.9,0,1.5201730789237367,0.7464286047096813,2.0365954216277635
2024-01-20,48180.1,48287.2,47899.1,48062.8,0,0.5163554382538127,-0.23401657540329523,-2.2064908751183347
2024-01-23,48459.1,48493.9,46259.0,46569.6,0,-3.106768644356972,-1.5436820293160514,2.012570325595788
2024-01-24,46681.1,47505.4,46081.4,47423.4,0,1.8333848690991639,1.0127690829990543,1.8102693890201187
2024-01-25,47565.8,47589.2,46951.5,47208.6,0,-0.45294095320032035,-0.4721752222206832,0.9592645524051382
2024-01-29,47406.1,48003.1,47289.8,47979.1,0,1.6321178768275324,1.803059112239258,0.9051937708246126
2024-01-30,48233.0,48296.4,47731.9,47791.9,0,-0.39016988647139206,-0.9913697924333831,0.3935664465967781
2024-01-31,47876.1,48598.1,47827.3,48568.6,0,1.6251707925401426,0.946004339725226,1.7179316460769996
2024-02-01,48726.8,48726.8,47987.3,48298.0,0,-0.5571500928583495,-0.13026047492140647,4.277199919580439
2024-02-02,48521.0,48796.4,48416.1,48477.0,0,0.37061576048698086,0.7208236931613765,0.5141559080300766
2024-02-05,48668.6,48876.4,48296.1,48410.2,0,-0.1377973059389026,-0.3756783717248191,0.3667959518304073
2024-02-06,48638.6,49018.5,48301.6,48984.6,0,1.1865268063341983,0.7243348016002349,1.6380916721285057
2024-02-07,49349.1,49430.9,48950.1,49352.1,0,0.7502357883906408,0.005016097111631979,149.56564270872994
2024-02-08,49776.4,49780.6,49238.7,49327.8,0,-0.04923802634537733,-0.969426141674834,0.050790900130164636
2024-02-09,49390.7,49395.7,48040.8,48889.1,0,-0.8893565089057365,0.2974504901486652,-2.9899312267437774
2024-02-12,49137.6,49142.9,47526.6,47675.8,0,-2.481739283398543,-0.7639159876047352,3.2487070877781425
2024-02-13,47754.6,47908.2,46943.2,47835.6,0,0.3351805318421386,0.5879876573479992,0.5700468838987257
2024-02-14,47313.0,48494.9,47096.5,48331.9,0,1.0375118112869952,0.44565657308950346,2.3280523029077513
2024-02-15,48653.4,48896.1,48583.4,48821.9,0,1.013823168549144,0.32371646649969055,3.131824523823267
2024-02-16,49059.6,49210.1,48897.6,49131.9,0,0.6349609499015862,0.5928583164466872,1.0710163495845726
2024-02-19,49437.5,49524.85,49263.9,49310.95,0,0.36442718478217895,0.3699973231340081,0.984945463105927
2024-02-20,49347.1,49451.7,49078.4,49248.45,0,-0.1267466962206143,0.33766908881329716,-0.3753577109058231
2024-02-21,49411.35,49464.9,48499.55,48630.5,0,-1.2547603021008769,-0.6392770177884866,1.962780245787017
2024-02-22,48857.0,49189.3,48195.5,49128.35,0,1.0237402453192823,0.7363392964423232,1.3903104863010267
2024-02-23,49359.05,49506.25,49164.05,49279.55,0,0.3077652719865487,-0.02137959126722322,-14.395283246522103
2024-02-26,49320.75,49404.4,48845.7,49102.3,0,-0.35968266755682654,-0.4080998707946426,0.8813594252222153
2024-02-27,49139.55,49351.8,48860.95,49041.2,0,-0.12443408964550873,0.3449047443613962,-0.36077813274474674
2024-02-28,49159.85,49184.6,47972.1,48089.1,0,-1.941428839424808,-1.1135962808046407,1.7433866050827758
2024-02-29,48098.65,48470.8,47548.8,48335.7,0,0.5127981184925412,0.14418378991531977,3.5565587421006994
2024-03-01,48574.95,48830.5,48517.45,48790.6,0,0.9411263310555196,1.6192204814673428,0.5812218544831325
2024-03-02,48985.2,49236.95,48947.3,49153.05,0,0.742868503359273,0.17749426445079486,4.185309906536229
2024-03-04,49273.7,49334.75,48971.15,49248.9,0,0.19500315850184968,0.12154577628427088,1.6043598096389373
2024-03-05,49278.3,49381.65,48999.85,49114.9,0,-0.2720872953507536,-0.22003427714499812,1.2365677697182316
2024-03-06,49213.7,49228.1,48092.65,48857.3,0,-0.5244844232605517,0.5266971726090697,-0.9957988205299132
2024-03-07,48935.9,49182.05,48868.6,48966.15,0,0.22279168107939284,0.0867667376374115,2.567708400083156
2024-03-11,49194.6,49201.2,48697.35,48774.65,0,-0.39108649546676366,-0.7153161684127163,0.5467323579929461
2024-03-12,48837.2,48891.2,47862.4,48086.85,0,-1.4101587607497024,0.013657134285449679,-103.25436737135158
2024-03-13,48190.05,48278.0,45656.85,45971.4,0,-4.399227647475346,-1.5132724741109493,2.907095531530038
2024-03-14,45658.1,46979.75,45293.35,46901.2,0,2.0225618536742207,0.6771162439709544,2.987023087517275
2024-03-15,46904.45,47145.3,46062.05,46685.6,0,-0.45968973075315445,-0.5567433449302883,0.8256762023993546
2024-03-18,46669.1,46847.95,46149.55,46501.65,0,-0.39401871240810626,0.146889551317142,-2.6824148407765227
2024-03-19,46514.8,46536.55,45751.05,45926.3,0,-1.237267924901586,-1.080219625765677,1.145385526600288
2024-03-20,46096.65,46234.7,45395.3,45919.9,0,-0.013935370365136812,0.09923249508994036,-0.14043152248168655
2024-03-21,46430.7,47071.15,46424.85,47033.55,0,2.4252012743930296,0.7914703444739102,3.064172007613323
2024-03-22,46986.25,47371.0,46843.5,47312.85,0,0.5938314245894638,0.38524528721899376,1.5414372201051707
2024-03-26,47200.25,47842.2,47193.65,47807.65,0,1.045804680969331,-0.41657709844207247,-2.5104708945366006
2024-03-27,47965.3,48135.35,47786.1,47837.35,0,0.062123948782244476,0.540566333556014,0.11492382141812968
2024-03-28,48131.4,48250.25,47785.2,48075.75,0,0.4983553645843797,0.9187001240753778,0.5424570559255638
2024-04-01,48463.15,48958.5,48388.85,48912.05,0,1.7395464449332598,0.605099677966936,2.8748097351132826
2024-04-02,49117.3,49521.3,48918.45,49479.3,0,1.15973466661079,-0.03873208084765878,-29.94248285219336
2024-04-03,49398.95,49801.4,49252.7,49736.7,0,0.5202175455190305,-0.08306128720498851,-6.263056629921661
2024-04-04,50101.1,50152.35,49605.8,49743.8,0,0.014275173061362167,0.3565912550452133,0.04003231391513563
2024-04-05,49791.75,50058.55,49678.75,50022.85,0,0.5609744329946542,-0.0042194748752555356,-132.94887387158124
2024-04-08,50355.55,50361.05,49760.25,50041.4,0,0.037083053044772996,0.6778095115418603,0.05471013966802797
2024-04-09,50279.1,50309.6,49744.15,49894.7,0,-0.29315726578393875,-0.10389873953843276,2.821567105494077
2024-04-10,50075.4,50443.15,49963.2,50380.4,0,0.9734500858808781,0.4904439610913025,1.9848344828526856
2024-04-12,50339.2,50590.2,50022.05,50067.55,0,-0.6209756175020398,-1.0301576000492085,0.6027967152524789
2024-04-15,49105.0,49644.75,48785.85,49281.0,0,-1.5709776092499128,-1.0963880032327733,1.4328664711924797
2024-04-16,48993.35,49550.3,48842.95,49236.65,0,-0.08999411537914392,-0.5594342799416285,0.1608662869006417
2024-04-18,49532.0,49731.2,48893.25,48995.7,0,-0.4893712305772291,-0.6865210697176827,0.7128276933706823
2024-04-19,48548.4,48913.7,47952.7,48696.95,0,-0.6097473859950964,0.6871750807538657,-0.8873246470552639
2024-04-22,49118.1,49215.85,48916.15,49096.4,0,0.8202772452895024,0.8551948345148386,0.9591700185547247
2024-04-23,49396.45,49698.35,49291.9,49614.85,0,1.0559837381152182,0.14147311115488836,7.464201002543164
2024-04-24,49855.15,50050.4,49807.3,49991.9,0,0.7599539250849441,0.15379113018598733,4.9414678477614
2024-04-25,50010.35,50271.05,49822.35,50228.5,0,0.47327667082066593,0.7496964610934409,0.6312910562901504
2024-04-26,50365.35,50684.5,50333.5,50624.1,0,0.78760066496113,-0.6663609558557937,-1.1819429965695254
2024-04-29,50738.4,50875.7,50522.45,50834.45,0,0.41551355974722703,0.9966569952207793,0.41690728278607275
2024-04-30,51028.05,51232.35,50807.9,50868.2,0,0.06639198417608405,-0.17024828426828176,-0.389971531645287
2024-05-02,51079.7,51176.55,50853.7,51115.1,0,0.4853720005818962,0.1917730044658672,2.5309714572902013
2024-05-03,51284.0,51342.65,50655.15,50935.15,0,-0.35204861185832437,-0.7609876281558847,0.4626206771737541
2024-05-06,51258.15,51265.8,50342.3,50662.2,0,-0.5358774834274604,-0.14749164102803025,3.633273585488271
2024-05-07,50775.95,50788.7,49363.75,49674.45,0,-1.949678458495685,-0.6247020189192987,3.1209735192924866
2024-05-08,49588.8,50169.85,49265.6,50036.3,0,0.7284428916676688,0.0,
2024-05-09,50109.75,50155.5,49016.4,49109.15,0,-1.8529547548479797,-1.546911781190452,1.1978412585506377
2024-05-10,49252.35,49585.55,48605.4,49532.3,0,0.8616520546578466,0.44495047250370234,1.9365122814892097
2024-05-13,49544.55,49818.95,48568.1,49735.4,0,0.4100354718032495,0.22148971671078765,1.8512618910369427
2024-05-14,49859.2,50268.9,49654.45,50225.2,0,0.9848116231094828,0.5148377785971325,1.9128581157990565
2024-05-15,50401.75,50768.7,50382.85,50707.75,0,0.9607726798499527,-0.0778653200017021,-12.338903632951752
2024-05-16,50939.9,51216.2,50724.3,51153.3,0,0.8786625318615071,0.9157430784372478,0.959507696592127
2024-05-17,51306.8,51629.45,51209.2,51604.9,0,0.8828364934422517,0.2778540295529597,3.1773391764828833
2024-05-18,51832.2,51916.45,51775.7,51869.25,0,0.5122575569374233,0.15979631533733496,3.205690668499031
2024-05-21,51904.1,52109.15,51579.1,52068.3,0,0.3837533798927151,0.12021153675227936,3.1923173953221977
2024-05-22,52284.05,52372.3,51680.1,52167.5,0,0.19051899140167805,0.3051615580772271,0.6243217284710005
2024-05-23,52395.85,52452.65,52052.5,52418.55,0,0.48123831887669777,1.6366637460283773,0.29403615742359934
2024-05-24,52464.55,52731.3,52324.4,52424.45,0,0.011255557431466556,-0.04593417262978017,-0.24503668591538585
2024-05-27,52661.05,53043.6,52405.8,52761.75,0,0.6434020767027704,-0.1073741892486324,-5.992148403681337
2024-05-28,52870.75,52994.4,52066.35,52294.8,0,-0.8850161338469609,-0.19317604529824894,4.581396893598086
2024-05-29,52128.6,52323.95,51856.2,52125.75,0,-0.3232634984740357,-0.8015064563977492,0.40331989330054197
2024-05-30,52109.15,52133.25,51331.1,51426.85,0,-1.3407960556922505,-0.9515650944518117,1.409042916254375
2024-05-31,51717.0,51844.5,51186.35,51705.7,0,0.5422264828586654,0.18698321153114428,2.8998672042187654
