time,open,high,low,close,volume
2023-06-02,29485.8,29550.2,29272.6,29328.2,0
2023-06-05,29459.2,29533.4,29217.3,29238.8,0
2023-06-06,29003.5,29013.9,28485.8,28689.1,0
2023-06-07,28886.7,28937.9,28754.8,28913.7,0
2023-06-08,28892.7,28918.1,28568.6,28591.1,0
2023-06-09,28645.7,28674.4,28322.2,28355.3,0
2023-06-12,28457.4,28844.3,28402.6,28784.0,0
2023-06-13,28935.9,28974.2,28866.2,28899.3,0
2023-06-14,28896.2,28928.7,28666.9,28855.1,0
2023-06-15,28824.6,28833.2,28645.8,28699.0,0
2023-06-16,28671.1,28759.4,28441.1,28588.8,0
2023-06-19,28641.4,28750.7,28568.6,28708.3,0
2023-06-20,28728.5,28966.9,28640.3,28930.8,0
2023-06-21,29022.7,29084.4,28869.8,29025.7,0
2023-06-22,28969.2,28977.9,28750.4,28811.2,0
2023-06-23,28747.6,28752.5,28482.2,28554.2,0
2023-06-26,28539.8,28631.8,28451.2,28590.1,0
2023-06-27,28681.9,28821.8,28630.4,28800.2,0
2023-06-28,28945.0,28997.3,28778.2,28842.9,0
2023-06-30,29013.2,29594.2,28957.2,29563.0,0
2023-07-03,29648.4,29718.9,29334.4,29424.8,0
2023-07-04,29557.6,29743.3,29444.8,29729.8,0
2023-07-05,29910.0,29910.3,29702.7,29841.8,0
2023-07-06,29792.1,29848.1,29690.2,29805.2,0
2023-07-07,29654.2,29937.8,29508.8,29560.4,0
2023-07-10,29609.8,29609.8,29116.3,29194.7,0
2023-07-11,29299.3,29371.5,29092.7,29324.8,0
2023-07-12,29412.5,29424.8,29020.2,29118.1,0
2023-07-13,29158.6,29903.7,29115.7,29628.2,0
2023-07-14,29860.6,31017.6,29847.1,30945.5,0
2023-07-17,31007.6,31658.1,30805.0,31041.6,0
2023-07-18,31089.9,31491.8,30865.8,31371.2,0
2023-07-19,31490.4,31653.8,31068.2,31353.6,0
2023-07-20,31292.3,31348.6,30960.8,31145.9,0
2023-07-21,29854.2,30338.1,29701.2,29871.1,0
2023-07-24,29993.8,30112.9,29807.2,29843.4,0
2023-07-25,29899.0,29921.4,29685.4,29761.2,0
2023-07-26,29854.4,29988.9,29770.2,29800.4,0
2023-07-27,29826.0,29895.0,29670.5,29745.0,0
2023-07-28,29741.2,29829.8,29339.3,29490.2,0
2023-07-31,29605.5,29951.6,29452.3,29928.4,0
2023-08-01,29998.2,30348.8,29948.0,30288.7,0
2023-08-02,30253.1,30259.4,29801.6,30043.6,0
2023-08-03,29913.7,30054.3,29685.2,29971.1,0
2023-08-04,30082.6,30555.8,30027.3,30436.1,0
2023-08-07,30582.4,30809.0,30451.3,30779.2,0
2023-08-08,30817.2,30910.6,30670.2,30824.9,0
2023-08-09,30772.5,30964.7,30590.6,30940.1,0
2023-08-10,30845.7,30967.8,30722.2,30867.0,0
2023-08-11,30950.3,31164.3,30764.5,30819.2,0
2023-08-14,30755.8,31058.9,30570.5,31028.9,0
2023-08-16,31129.3,31304.8,31047.0,31212.1,0
2023-08-17,31205.3,31238.2,30885.4,31060.2,0
2023-08-18,30907.4,30934.1,30515.0,30604.1,0
2023-08-21,30626.2,30987.7,30597.1,30937.6,0
2023-08-22,30973.9,31024.6,30785.7,30902.4,0
2023-08-23,31036.9,31084.7,30887.4,30924.1,0
2023-08-24,31084.6,31212.4,31004.8,31112.1,0
2023-08-25,30907.8,30998.9,30803.0,30914.6,0
2023-08-28,30975.3,31025.8,30745.0,30773.6,0
2023-08-29,30899.9,30978.2,30784.8,30866.1,0
2023-08-30,31069.8,31197.8,31023.8,31103.9,0
2023-08-31,31175.1,31428.0,31067.7,31164.9,0
2023-09-01,31166.6,31550.9,31149.2,31514.3,0
2023-09-04,31552.5,32197.8,31454.5,32163.9,0
2023-09-05,32207.4,32482.7,32014.9,32365.3,0
2023-09-06,32437.8,32515.1,32038.6,32312.3,0
2023-09-07,32264.5,32497.7,32153.4,32448.3,0
2023-09-08,32450.8,32561.2,32353.4,32415.7,0
2023-09-11,32531.0,32674.4,32458.1,32642.8,0
2023-09-12,32758.6,33114.1,32429.5,32977.9,0
2023-09-13,32943.1,32982.4,32713.1,32886.7,0
2023-09-14,32991.4,33240.2,32949.6,33045.4,0
2023-09-15,33216.9,33402.8,33156.2,33355.1,0
2023-09-18,33255.1,33266.9,33030.4,33129.5,0
2023-09-20,32860.9,33167.3,32851.8,32949.2,0
2023-09-21,32849.9,32976.9,32504.8,32919.9,0
2023-09-22,32799.1,33109.6,32664.4,32906.3,0
