time,open,high,low,close,volume
2023-06-02,21585.2,21621.9,21518.6,21599.6,0
2023-06-05,21690.1,21708.2,21639.2,21650.3,0
2023-06-06,21676.8,21736.3,21633.3,21714.3,0
2023-06-07,21794.9,21937.8,21769.1,21924.1,0
2023-06-08,21953.6,21972.0,21757.9,21781.2,0
2023-06-09,21814.1,21837.2,21674.1,21690.1,0
2023-06-12,21737.0,21797.8,21684.0,21771.1,0
2023-06-13,21817.5,21911.6,21816.8,21886.9,0
2023-06-14,21925.4,21980.3,21871.9,21965.1,0
2023-06-15,21999.2,22059.3,21934.2,21962.9,0
2023-06-16,22002.2,22139.6,21986.8,22104.7,0
2023-06-19,22154.3,22174.9,21976.7,22012.2,0
2023-06-20,22025.7,22126.7,21930.2,22105.5,0
2023-06-21,22138.1,22151.3,22048.3,22115.2,0
2023-06-22,22126.2,22143.8,21950.6,21968.8,0
2023-06-23,21946.7,21958.8,21761.9,21785.2,0
2023-06-26,21805.7,21928.3,21767.8,21908.3,0
2023-06-27,21975.4,22047.2,21942.9,22031.5,0
2023-06-28,22105.4,22264.1,22070.7,22218.9,0
2023-06-30,22303.8,22454.8,22270.4,22442.8,0
2023-07-03,22507.1,22549.2,22474.7,22506.1,0
2023-07-04,22608.1,22613.4,22505.8,22587.9,0
2023-07-05,22620.2,22743.8,22585.3,22719.9,0
2023-07-06,22731.2,22855.0,22697.6,22842.2,0
2023-07-07,22772.1,22854.1,22599.6,22629.9,0
2023-07-10,22690.8,22692.3,22544.9,22586.2,0
2023-07-11,22666.9,22772.4,22644.5,22707.2,0
2023-07-12,22767.5,22772.2,22642.8,22667.3,0
2023-07-13,22758.8,22830.7,22591.1,22630.2,0
2023-07-14,22713.6,22848.7,22644.9,22820.1,0
2023-07-17,22882.0,22945.3,22857.4,22903.8,0
2023-07-18,22934.3,22948.4,22794.2,22858.9,0
2023-07-19,22923.0,22966.4,22862.7,22946.2,0
2023-07-20,22971.8,23083.2,22851.0,23074.4,0
2023-07-21,22938.4,23051.6,22863.8,22898.8,0
