time,open,high,low,close,volume
2023-06-02,15369.7,15396.2,15321.5,15340.0,0
2023-06-05,15374.3,15406.5,15291.0,15301.8,0
2023-06-06,15285.3,15294.1,15158.8,15232.1,0
2023-06-07,15291.6,15401.8,15277.5,15392.7,0
2023-06-08,15409.5,15418.5,15232.2,15248.8,0
2023-06-09,15234.8,15261.0,15058.7,15070.2,0
2023-06-12,15086.1,15213.3,15065.2,15195.5,0
2023-06-13,15241.2,15361.8,15233.5,15339.3,0
2023-06-14,15364.3,15370.3,15303.9,15355.8,0
2023-06-15,15379.9,15456.2,15362.5,15387.5,0
2023-06-16,15413.4,15469.8,15383.9,15432.8,0
2023-06-19,15449.4,15480.4,15399.3,15409.9,0
2023-06-20,15411.0,15512.5,15359.8,15493.7,0
2023-06-21,15529.8,15553.9,15459.5,15483.1,0
2023-06-22,15489.0,15492.7,15363.8,15371.8,0
2023-06-23,15370.1,15376.8,15250.2,15286.2,0
2023-06-26,15286.8,15378.5,15280.5,15364.6,0
2023-06-27,15388.8,15437.3,15370.7,15410.5,0
2023-06-28,15455.2,15469.2,15411.5,15443.0,0
2023-06-30,15506.9,15657.8,15506.8,15648.8,0
2023-07-03,15681.9,15694.4,15598.5,15642.5,0
2023-07-04,15694.5,15706.2,15619.8,15691.0,0
2023-07-05,15749.7,15957.8,15716.6,15941.8,0
2023-07-06,15960.2,15992.8,15915.8,15983.4,0
2023-07-07,15944.2,15995.2,15763.3,15783.0,0
2023-07-10,15820.2,15822.3,15660.0,15692.4,0
2023-07-11,15737.8,15845.4,15691.5,15806.4,0
2023-07-12,15849.0,15849.5,15717.5,15770.7,0
2023-07-13,15810.1,15903.1,15734.6,15765.8,0
2023-07-14,15832.6,16091.2,15821.2,16067.0,0
2023-07-17,16088.7,16187.3,16027.1,16066.8,0
2023-07-18,16094.6,16117.8,16030.5,16098.0,0
2023-07-19,16137.4,16174.8,16058.8,16121.5,0
2023-07-20,16126.9,16186.5,16041.7,16172.2,0
2023-07-21,15980.3,16076.8,15924.0,15954.2,0
2023-07-24,15976.7,16022.2,15901.2,15916.3,0
2023-07-25,15955.7,15955.8,15797.5,15851.0,0
2023-07-26,15900.2,15922.6,15855.2,15871.2,0
2023-07-27,15889.4,15961.0,15829.6,15881.0,0
2023-07-28,15910.5,15961.1,15870.3,15941.8,0
2023-07-31,15917.2,15996.5,15878.7,15980.5,0
2023-08-01,16025.2,16074.2,15985.3,16057.0,0
2023-08-02,16050.8,16056.6,15879.7,15972.5,0
2023-08-03,15946.6,15985.2,15832.2,15892.5,0
2023-08-04,15954.2,16043.8,15945.0,15985.8,0
2023-08-07,16014.6,16071.3,15968.0,16065.8,0
2023-08-08,16091.0,16119.7,15997.8,16054.8,0
2023-08-09,16080.0,16087.8,15988.2,16078.8,0
2023-08-10,16071.6,16086.0,15944.8,15996.2,0
2023-08-11,16035.5,16045.2,15920.3,15939.8,0
2023-08-14,15915.7,15955.0,15748.5,15938.2,0
