time,open,high,low,close,volume
2023-06-02,1772.9,1788.9,1767.8,1784.5,0
2023-06-05,1796.25,1817.2,1795.25,1800.15,0
2023-06-06,1803.65,1804.3,1783.4,1797.55,0
2023-06-07,1802.35,1817.7,1800.65,1805.7,0
2023-06-08,1809.2,1814.1,1775.9,1778.25,0
2023-06-09,1784.4,1787.6,1761.15,1763.5,0
2023-06-12,1774.75,1787.45,1763.05,1783.5,0
2023-06-13,1769.7,1820.55,1761.9,1815.25,0
2023-06-14,1828.15,1836.45,1802.6,1805.0,0
2023-06-15,1811.35,1816.5,1782.8,1786.9,0
2023-06-16,1797.5,1820.15,1791.3,1806.2,0
2023-06-19,1806.4,1811.7,1778.75,1790.1,0
2023-06-20,1790.6,1795.5,1746.85,1768.3,0
2023-06-21,1779.4,1814.65,1775.05,1777.95,0
2023-06-22,1792.2,1798.3,1759.95,1778.7,0
2023-06-23,1781.85,1783.35,1736.2,1740.85,0
2023-06-26,1741.8,1746.75,1727.7,1742.4,0
2023-06-27,1749.65,1757.3,1741.7,1753.5,0
2023-06-28,1759.7,1764.1,1736.45,1741.7,0
2023-06-30,1749.95,1756.3,1741.0,1743.8,0
2023-07-03,1751.2,1771.8,1742.15,1752.75,0
2023-07-04,1766.5,1784.75,1757.35,1767.15,0
2023-07-05,1775.9,1796.0,1767.75,1793.5,0
2023-07-06,1797.2,1835.9,1795.1,1824.2,0
2023-07-07,1828.2,1908.85,1814.15,1895.55,0
2023-07-10,1907.05,1910.35,1849.5,1877.55,0
2023-07-11,1892.7,1895.8,1873.25,1881.0,0
2023-07-12,1881.0,1899.95,1873.35,1889.85,0
2023-07-13,1893.05,1899.85,1843.95,1854.35,0
2023-07-14,1860.85,1932.55,1845.0,1927.4,0
2023-07-17,1928.35,2004.15,1926.35,1988.15,0
2023-07-18,2003.2,2007.45,1942.0,1951.55,0
2023-07-19,1958.95,1994.2,1956.1,1973.6,0
2023-07-20,1981.85,1990.85,1969.6,1974.85,0
2023-07-21,1968.9,2002.1,1964.55,1984.15,0
2023-07-24,1996.5,1998.8,1961.0,1980.5,0
2023-07-25,1985.6,2028.1,1958.0,2010.5,0
2023-07-26,2011.5,2036.9,2000.15,2029.15,0
2023-07-27,2042.25,2045.65,2018.5,2024.6,0
2023-07-28,2027.55,2060.9,2025.3,2052.55,0
2023-07-31,2060.65,2072.15,2054.55,2061.5,0
2023-08-01,2068.3,2080.75,2048.35,2058.7,0
2023-08-02,2061.35,2076.65,2007.95,2026.45,0
2023-08-03,2024.55,2058.95,2019.9,2044.85,0
2023-08-04,2051.45,2067.75,2022.7,2047.4,0
2023-08-07,2055.4,2058.65,2038.1,2043.35,0
2023-08-08,2055.2,2074.45,2039.8,2058.4,0
2023-08-09,2067.2,2108.3,2047.25,2101.7,0
2023-08-10,2114.25,2269.4,2095.15,2241.05,0
2023-08-11,2262.2,2269.2,2181.65,2200.1,0
2023-08-14,2216.3,2236.05,2167.8,2219.15,0
2023-08-16,2233.8,2251.35,2223.55,2245.8,0
2023-08-17,2246.7,2258.55,2227.15,2236.9,0
2023-08-18,2241.85,2258.15,2236.0,2251.55,0
2023-08-21,2264.1,2264.1,2235.75,2245.05,0
2023-08-22,2252.85,2270.85,2247.75,2258.35,0
2023-08-23,2265.8,2290.3,2263.0,2273.7,0
2023-08-24,2287.15,2306.6,2272.45,2277.85,0
2023-08-25,2272.0,2296.75,2242.6,2265.85,0
2023-08-28,2274.25,2298.45,2269.6,2273.55,0
2023-08-29,2283.15,2302.0,2283.05,2291.1,0
2023-08-30,2301.8,2317.85,2292.5,2302.25,0
2023-08-31,2321.45,2336.1,2283.95,2293.1,0
2023-09-01,2311.15,2327.45,2291.55,2296.1,0
2023-09-04,2313.4,2337.5,2296.1,2332.7,0
2023-09-05,2344.9,2422.8,2332.7,2407.15,0
2023-09-06,2414.1,2434.95,2389.9,2411.9,0
2023-09-07,2423.05,2444.05,2408.8,2438.25,0
2023-09-08,2453.7,2465.95,2409.55,2414.6,0
2023-09-11,2430.85,2432.4,2402.0,2406.75,0
2023-09-12,2413.5,2419.1,2295.05,2303.3,0
2023-09-13,2306.35,2345.6,2289.1,2338.45,0
2023-09-14,2348.05,2360.6,2315.25,2329.15,0
2023-09-15,2332.25,2334.25,2307.75,2326.85,0
2023-09-18,2330.1,2330.95,2287.05,2297.25,0
2023-09-20,2288.15,2313.65,2278.65,2291.35,0
2023-09-21,2293.55,2315.75,2284.05,2292.0,0
2023-09-22,2294.25,2300.8,2269.2,2292.05,0
2023-09-25,2290.3,2303.6,2269.75,2275.3,0
2023-09-26,2277.3,2289.45,2250.1,2255.65,0
2023-09-27,2260.9,2264.6,2230.5,2256.15,0
2023-09-28,2262.45,2263.75,2219.6,2224.55,0
2023-09-29,2245.25,2278.5,2231.8,2268.2,0
2023-10-03,2269.75,2300.9,2256.4,2290.9,0
2023-10-04,2282.1,2285.35,2237.85,2251.5,0
2023-10-05,2264.85,2298.95,2264.6,2287.15,0
2023-10-06,2296.65,2304.35,2282.55,2286.75,0
2023-10-09,2265.0,2265.0,2225.3,2236.85,0
2023-10-10,2253.85,2268.15,2248.5,2259.35,0
2023-10-11,2275.4,2293.45,2272.25,2278.75,0
2023-10-12,2285.6,2359.55,2283.2,2347.5,0
2023-10-13,2341.95,2351.0,2316.7,2319.85,0
