time,open,high,low,close,volume
2023-06-02,23916.1,23927.7,23746.1,23785.7,0
2023-06-05,23902.4,23927.2,23845.0,23901.7,0
2023-06-06,23968.7,23984.3,23745.2,23867.3,0
2023-06-07,23961.5,24167.2,23915.8,24125.2,0
2023-06-08,24195.1,24415.6,24159.4,24215.0,0
2023-06-09,24338.3,24341.0,24139.8,24169.5,0
2023-06-12,24192.0,24299.3,24091.8,24269.1,0
2023-06-13,24356.1,24420.3,24301.7,24399.2,0
2023-06-14,24421.8,24666.2,24406.9,24638.6,0
2023-06-15,24647.3,24688.4,24557.1,24633.3,0
2023-06-16,24680.2,24794.8,24655.2,24733.2,0
2023-06-19,24788.8,24799.2,24499.3,24539.1,0
2023-06-20,24550.7,24712.7,24450.1,24659.0,0
2023-06-21,24664.2,24879.3,24634.7,24865.4,0
2023-06-22,24839.8,24868.6,24582.8,24607.9,0
2023-06-23,24585.2,24595.5,24301.2,24332.2,0
2023-06-26,24299.3,24342.4,24172.7,24226.7,0
2023-06-27,24298.0,24366.5,24238.2,24284.8,0
2023-06-28,24373.8,24600.7,24216.3,24554.4,0
2023-06-30,24743.1,24796.7,24557.3,24696.5,0
2023-07-03,24773.5,25058.9,24712.6,25020.9,0
2023-07-04,25096.6,25098.6,24785.8,24940.2,0
2023-07-05,25026.3,25099.3,24909.3,25034.8,0
2023-07-06,25121.7,25592.9,25070.4,25575.2,0
2023-07-07,25552.3,25720.1,25293.7,25331.4,0
2023-07-10,25561.8,25619.8,25417.4,25496.9,0
2023-07-11,25616.0,25748.2,25559.7,25720.2,0
2023-07-12,25785.9,25937.0,25671.4,25700.7,0
2023-07-13,25810.6,25811.3,25294.8,25334.4,0
2023-07-14,25400.8,25432.4,25164.2,25332.5,0
2023-07-17,25408.0,25586.7,25351.1,25521.4,0
2023-07-18,25620.4,25789.8,25524.9,25612.8,0
2023-07-19,25745.4,25945.1,25697.8,25820.7,0
2023-07-20,25853.8,26017.7,25809.5,26003.0,0
2023-07-21,25955.8,25985.4,25777.6,25843.1,0
2023-07-24,25699.7,25841.9,25623.8,25749.9,0
2023-07-25,25830.4,26108.5,25774.8,26078.8,0
2023-07-26,26203.7,26428.5,26140.7,26293.8,0
2023-07-27,26388.8,26407.8,26029.8,26097.7,0
2023-07-28,26170.6,26527.7,26032.8,26433.7,0
2023-07-31,26601.0,26883.6,26525.1,26853.7,0
2023-08-01,26858.8,26892.2,26701.4,26783.4,0
2023-08-02,26802.9,26807.3,26185.2,26352.3,0
2023-08-03,26313.4,26420.4,26091.7,26221.8,0
2023-08-04,26376.1,26392.3,26174.2,26252.1,0
2023-08-07,26385.7,26386.4,26176.9,26266.3,0
2023-08-08,26365.2,26434.1,26102.1,26174.7,0
2023-08-09,26258.9,26352.7,26058.9,26328.2,0
2023-08-10,26375.2,26506.6,26325.2,26418.9,0
2023-08-11,26408.9,26458.7,26283.2,26367.8,0
2023-08-14,26356.4,26406.4,26083.7,26375.6,0
2023-08-16,26254.6,26571.2,26212.6,26541.8,0
2023-08-17,26565.7,26571.8,26219.2,26266.9,0
2023-08-18,26222.8,26439.4,26114.1,26302.2,0
2023-08-21,26324.9,26483.4,26282.6,26462.3,0
2023-08-22,26489.3,26648.2,26454.2,26522.1,0
2023-08-23,26591.8,26592.7,26344.4,26370.2,0
2023-08-24,26468.6,26568.5,26132.4,26171.3,0
2023-08-25,26071.9,26265.4,25927.5,25981.6,0
2023-08-28,26087.1,26199.6,25977.7,26015.8,0
2023-08-29,26088.2,26111.8,25965.0,26056.7,0
2023-08-30,26121.0,26129.3,25937.7,25959.1,0
2023-08-31,25972.7,26014.2,25648.3,25722.9,0
2023-09-01,25728.2,26356.8,25678.1,26332.9,0
2023-09-04,26511.2,26708.9,26332.9,26633.1,0
2023-09-05,26737.8,26793.1,26590.4,26743.0,0
2023-09-06,26803.2,26860.0,26571.1,26819.9,0
2023-09-07,26856.4,27128.9,26723.0,27062.8,0
2023-09-08,27175.3,27527.7,27062.8,27438.1,0
2023-09-11,27660.2,27734.9,27467.2,27716.6,0
2023-09-12,27927.8,27938.6,26992.1,27025.1,0
2023-09-13,27116.0,27358.4,26975.7,27275.3,0
2023-09-14,27401.2,27471.9,27311.1,27420.6,0
2023-09-15,27522.7,27553.2,27287.4,27338.2,0
2023-09-18,27364.1,27592.1,27228.4,27536.2,0
2023-09-20,27431.3,27577.2,27313.9,27440.3,0
2023-09-21,27411.3,27484.4,27149.4,27226.6,0
2023-09-22,27248.9,27317.2,27032.4,27102.4,0
2023-09-25,27163.2,27202.4,26958.0,27105.5,0
2023-09-26,27117.5,27274.2,27101.6,27134.4,0
2023-09-27,27172.6,27255.6,27009.9,27231.4,0
2023-09-28,27334.7,27374.2,26995.3,27062.8,0
2023-09-29,27180.8,27478.3,27150.2,27321.8,0
2023-10-03,27238.0,27252.4,26950.2,26973.1,0
2023-10-04,26909.6,26911.1,26562.2,26738.4,0
2023-10-05,26843.4,26859.2,26615.6,26688.2,0
2023-10-06,26768.8,26805.4,26664.3,26731.7,0
2023-10-09,26597.7,26605.6,26340.6,26472.9,0
2023-10-10,26524.3,26787.4,26523.8,26751.9,0
2023-10-11,26835.3,27052.2,26829.1,27002.5,0
2023-10-12,27013.7,27266.8,27003.2,27176.1,0
2023-10-13,27092.1,27262.8,27055.6,27201.3,0
2023-10-16,27210.8,27357.8,27136.1,27258.1,0
2023-10-17,27385.3,27530.2,27327.1,27510.2,0
2023-10-18,27565.4,27585.2,27220.7,27246.4,0
2023-10-19,27087.7,27185.3,26975.2,27089.1,0
2023-10-20,27032.2,27105.0,26895.9,26955.7,0
2023-10-23,26918.8,26949.5,26373.7,26449.7,0
2023-10-25,26396.9,26612.3,26111.8,26328.5,0
2023-10-26,26220.0,26230.3,25833.4,26045.0,0
2023-10-27,26144.8,26601.9,26144.6,26522.7,0
2023-10-30,26604.9,26890.6,26486.0,26840.9,0
2023-10-31,26971.8,26992.1,26692.5,26785.1,0
2023-11-01,26841.2,26908.7,26644.8,26679.2,0
2023-11-02,26866.6,27002.0,26824.8,26960.8,0
2023-11-03,27019.4,27161.8,27009.9,27085.8,0
2023-11-06,27226.9,27466.3,27203.3,27448.9,0
2023-11-07,27481.0,27580.2,27395.1,27508.3,0
2023-11-08,27638.1,27677.5,27586.6,27622.8,0
2023-11-09,27682.6,27688.4,27510.5,27541.8,0
2023-11-10,27535.8,27753.8,27456.2,27738.0,0
2023-11-12,27999.8,28055.0,27916.4,27957.2,0
2023-11-13,27919.8,28119.2,27848.6,28066.2,0
2023-11-15,28430.3,28430.3,28193.4,28352.5,0
2023-11-16,28369.2,28577.3,28306.9,28447.8,0
2023-11-17,28459.8,28514.9,28284.8,28312.7,0
2023-11-20,28340.4,28407.9,28211.2,28287.2,0
2023-11-21,28450.4,28488.2,28269.4,28356.2,0
2023-11-22,28371.7,28549.7,28313.2,28504.7,0
2023-11-23,28545.4,28636.6,28410.9,28594.8,0
2023-11-24,28625.8,28714.2,28534.2,28558.8,0
2023-11-28,28736.4,29307.9,28670.7,29252.9,0
2023-11-29,29493.3,29526.8,29262.7,29311.8,0
2023-11-30,29314.8,29344.7,29056.1,29294.9,0
2023-12-01,29431.5,29800.7,29421.4,29559.8,0
2023-12-04,30407.4,30437.2,30084.1,30330.5,0
2023-12-05,30526.0,31344.1,30305.1,31311.9,0
2023-12-06,31750.8,32024.1,31525.3,31797.2,0
2023-12-07,31867.8,32299.8,31833.6,32188.8,0
2023-12-08,32391.8,32409.5,31542.6,31896.2,0
2023-12-11,31971.9,32159.5,31910.8,32023.1,0
2023-12-12,32027.8,32074.4,31481.7,31603.2,0
2023-12-13,31653.3,31853.4,31495.2,31812.1,0
2023-12-14,32085.8,32151.1,31924.7,32075.8,0
2023-12-15,32313.2,32675.7,32095.8,32580.7,0
2023-12-18,32640.1,32640.1,32393.8,32521.2,0
2023-12-19,32754.2,33126.2,32496.4,33036.1,0
2023-12-20,33236.4,33574.1,32077.3,32151.6,0
2023-12-21,31925.2,32781.5,31787.1,32720.1,0
2023-12-22,32863.2,33042.5,32573.4,32810.1,0
2023-12-26,32955.1,33308.2,32918.4,33246.2,0
2023-12-27,33473.4,33537.3,33091.4,33212.6,0
2023-12-28,33345.6,33784.8,33262.9,33721.4,0
2023-12-29,33678.9,33679.5,33287.4,33468.1,0
2024-01-01,33562.8,33715.1,33464.4,33544.2,0
2024-01-02,33632.1,33791.4,33238.1,33703.7,0
2024-01-03,33902.6,34074.6,33657.1,33791.6,0
2024-01-04,33974.9,34328.1,33863.2,34189.2,0
2024-01-05,34387.7,34503.8,34067.2,34216.1,0
2024-01-08,34374.6,34472.9,34046.6,34142.6,0
2024-01-09,34379.1,34460.9,34184.6,34226.7,0
2024-01-10,34188.8,34374.3,33791.6,34330.6,0
2024-01-11,34529.0,34831.4,34493.6,34776.7,0
2024-01-12,34910.2,35016.4,34571.0,34969.9,0
2024-01-15,35190.9,35480.1,34807.6,35449.9,0
2024-01-16,35456.2,35495.6,35062.2,35185.1,0
2024-01-17,34945.0,35319.9,34718.2,34853.2,0
2024-01-18,34532.6,34846.1,34066.5,34580.5,0
2024-01-19,34881.1,35034.2,34679.4,34985.3,0
2024-01-20,35116.6,35483.2,35031.1,35236.1,0
2024-01-23,35845.0,35846.4,34124.6,34324.3,0
2024-01-24,34440.2,34982.9,34104.5,34895.1,0
2024-01-25,34979.9,35330.0,34876.8,35203.9,0
2024-01-29,35542.2,37106.5,35468.4,37024.8,0
2024-01-30,37221.9,37221.9,36346.2,36398.8,0
2024-01-31,36470.8,36827.9,36460.3,36748.0,0
2024-02-01,36978.3,37237.6,36714.1,36910.6,0
2024-02-02,37139.1,38226.6,37122.8,38077.7,0
2024-02-05,38395.4,39045.3,38028.9,38481.3,0
